"k","signal_cluster","cluster_ordered","signal_mode","beta","summary_type","GLaD_0.5_unweighted","GLaD_0.5_weighted","GLaD_1_unweighted","GLaD_1_weighted","GUniFrac","aitchison","bray","euclidean","jaccard","unifrac_unweighted","unifrac_weighted_phyloseq"
8,7,2,"both",0.35,"power",0.09,0.25,0.07,0.23,0.34,0.23,0.27,0.18,0.26,0.16,0.27
8,7,2,"both",0.4,"power",0.12,0.32,0.07,0.25,0.46,0.21,0.26,0.08,0.24,0.16,0.38
8,7,2,"both",0.45,"power",0.18,0.38,0.09,0.38,0.63,0.36,0.4,0.17,0.36,0.22,0.45
8,7,2,"both",0.5,"power",0.27,0.45,0.11,0.36,0.77,0.52,0.55,0.28,0.56,0.33,0.55
8,7,2,"both",0.55,"power",0.32,0.56,0.15,0.51,0.95,0.72,0.69,0.3,0.67,0.45,0.76
8,7,2,"both",0.6,"power",0.44,0.67,0.12,0.56,0.91,0.75,0.73,0.41,0.75,0.59,0.77
8,7,2,"prevalence",0.05,"power",0.14,0.05,0.05,0.06,0.04,0.07,0.1,0.11,0.08,0.12,0.04
8,7,2,"prevalence",0.1,"power",0.05,0.03,0.02,0.04,0.04,0.07,0.05,0.06,0.04,0.04,0.05
8,7,2,"prevalence",0.15,"power",0.07,0.03,0.05,0.04,0.03,0.06,0.04,0.05,0.04,0.05,0.02
8,7,2,"prevalence",0.2,"power",0.08,0.04,0.08,0.05,0.05,0.05,0.05,0.03,0.04,0.07,0.08
8,7,2,"prevalence",0.25,"power",0.06,0.02,0.13,0.01,0.03,0.05,0.02,0.03,0.02,0.05,0.02
8,7,2,"prevalence",0.3,"power",0.09,0.03,0.08,0.04,0.05,0.07,0.04,0.04,0.04,0.12,0.06
8,7,2,"prevalence",0.35,"power",0.12,0.08,0.1,0.1,0.07,0.09,0.03,0.03,0.03,0.18,0.06
8,7,2,"prevalence",0.4,"power",0.14,0.06,0.08,0.06,0.06,0.12,0.04,0.03,0.05,0.18,0.05
8,7,2,"prevalence",0.45,"power",0.3,0.08,0.03,0.13,0.09,0.2,0.06,0.06,0.05,0.32,0.1
8,7,2,"prevalence",0.5,"power",0.32,0.02,0.18,0.02,0.05,0.19,0.04,0.03,0.02,0.42,0.02
8,7,2,"prevalence",0.55,"power",0.3,0.05,0.16,0.03,0.14,0.23,0.09,0.07,0.08,0.47,0.08
8,7,2,"prevalence",0.6,"power",0.45,0.07,0.18,0.06,0.06,0.24,0.03,0.03,0.03,0.51,0.05
8,8,6,"abundance",0.05,"power",0.07,0.03,0.08,0.06,0.04,0.06,0.04,0.04,0.03,0.05,0.04
8,8,6,"abundance",0.1,"power",0.06,0.05,0.08,0.04,0.05,0.05,0.02,0.03,0.02,0.06,0.06
8,8,6,"abundance",0.15,"power",0.07,0.04,0.06,0.04,0.04,0.09,0.08,0.08,0.08,0.08,0.03
8,8,6,"abundance",0.2,"power",0.06,0.07,0.03,0.05,0.1,0.09,0.07,0.08,0.06,0.07,0.08
8,8,6,"abundance",0.25,"power",0.01,0.04,0.02,0.05,0.05,0.05,0.02,0.05,0.03,0.04,0.03
8,8,6,"abundance",0.3,"power",0.05,0.02,0.03,0.06,0.04,0.06,0.06,0.05,0.05,0.02,0.1
8,8,6,"abundance",0.35,"power",0.03,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.04,0.07,0.06
8,8,6,"abundance",0.4,"power",0.06,0.09,0.05,0.08,0.11,0.07,0.1,0.04,0.1,0.06,0.11
8,8,6,"abundance",0.45,"power",0.01,0.05,0.05,0.04,0.14,0.08,0.14,0.1,0.13,0.03,0.08
8,8,6,"abundance",0.5,"power",0.04,0.05,0.06,0.04,0.07,0.07,0.1,0.07,0.07,0.04,0.08
8,8,6,"abundance",0.55,"power",0.05,0.14,0.05,0.13,0.17,0.05,0.11,0.05,0.11,0.06,0.17
8,8,6,"abundance",0.6,"power",0.06,0.17,0.04,0.2,0.21,0.07,0.15,0.07,0.13,0.02,0.21
8,8,6,"both",0.05,"power",0.03,0.02,0.01,0.04,0.05,0.03,0.04,0.06,0.02,0.05,0.04
8,8,6,"both",0.1,"power",0.06,0.07,0.06,0.06,0.02,0.06,0.05,0.07,0.04,0.06,0.04
8,8,6,"both",0.15,"power",0.04,0.07,0.05,0.07,0.01,0.03,0.01,0.03,0.01,0.05,0.04
8,8,6,"both",0.2,"power",0.08,0.07,0.07,0.07,0.08,0.09,0.05,0.06,0.06,0.09,0.07
8,8,6,"both",0.25,"power",0.06,0.04,0.05,0.02,0.04,0.08,0.06,0.03,0.06,0.07,0.05
8,8,6,"both",0.3,"power",0.12,0.07,0.11,0.06,0.12,0.12,0.09,0.05,0.09,0.08,0.06
8,8,6,"both",0.35,"power",0.14,0.08,0.08,0.08,0.15,0.21,0.08,0.06,0.05,0.13,0.1
8,8,6,"both",0.4,"power",0.24,0.14,0.09,0.12,0.27,0.21,0.14,0.09,0.16,0.18,0.18
8,8,6,"both",0.45,"power",0.32,0.15,0.09,0.1,0.4,0.43,0.26,0.07,0.23,0.23,0.22
8,8,6,"both",0.5,"power",0.49,0.23,0.15,0.17,0.57,0.57,0.36,0.18,0.36,0.34,0.36
8,8,6,"both",0.55,"power",0.52,0.27,0.12,0.2,0.66,0.62,0.39,0.16,0.37,0.31,0.37
8,8,6,"both",0.6,"power",0.67,0.34,0.23,0.24,0.77,0.74,0.51,0.2,0.49,0.49,0.57
8,8,6,"prevalence",0.05,"power",0.09,0.05,0.05,0.04,0.02,0.05,0.05,0.04,0.05,0.05,0.04
8,8,6,"prevalence",0.1,"power",0.08,0.04,0.03,0.03,0.06,0.08,0.07,0.08,0.06,0.05,0.05
8,8,6,"prevalence",0.15,"power",0.08,0.09,0.04,0.07,0.07,0.05,0.07,0.07,0.07,0.08,0.08
8,8,6,"prevalence",0.2,"power",0.09,0.04,0.05,0.07,0.05,0.08,0.04,0.05,0.06,0.05,0.04
8,8,6,"prevalence",0.25,"power",0.08,0.04,0.08,0.07,0.04,0.1,0.04,0.03,0.06,0.04,0.04
8,8,6,"prevalence",0.3,"power",0.14,0.06,0.1,0.06,0.06,0.07,0.05,0.04,0.04,0.1,0.06
8,8,6,"prevalence",0.35,"power",0.17,0.06,0.08,0.03,0.06,0.07,0.05,0.06,0.05,0.17,0.05
8,8,6,"prevalence",0.4,"power",0.25,0.04,0.08,0.04,0.1,0.11,0.06,0.05,0.06,0.19,0.05
8,8,6,"prevalence",0.45,"power",0.36,0.07,0.09,0.07,0.07,0.16,0.03,0.07,0.04,0.22,0.09
8,8,6,"prevalence",0.5,"power",0.53,0.07,0.09,0.08,0.13,0.39,0.05,0.04,0.05,0.31,0.06
8,8,6,"prevalence",0.55,"power",0.49,0.07,0.11,0.07,0.12,0.23,0.05,0.07,0.04,0.4,0.08
8,8,6,"prevalence",0.6,"power",0.61,0.08,0.15,0.05,0.1,0.33,0.05,0.06,0.05,0.42,0.09
10,1,4,"abundance",0.05,"power",0.03,0.09,0.05,0.1,0.1,0.01,0.08,0.08,0.08,0.04,0.12
10,1,4,"abundance",0.1,"power",0.06,0.01,0.03,0.04,0.05,0.05,0.06,0.05,0.08,0.06,0.07
10,1,4,"abundance",0.15,"power",0.03,0.05,0.08,0.05,0.06,0.07,0.07,0.07,0.08,0.03,0.06
10,1,4,"abundance",0.2,"power",0.06,0.11,0.1,0.12,0.09,0.08,0.05,0.07,0.07,0.06,0.11
10,1,4,"abundance",0.25,"power",0.03,0.08,0.07,0.04,0.09,0.06,0.08,0.08,0.09,0.07,0.1
10,1,4,"abundance",0.3,"power",0.06,0.08,0.05,0.08,0.13,0.05,0.07,0.08,0.07,0.1,0.12
10,1,4,"abundance",0.35,"power",0.07,0.12,0.06,0.1,0.14,0.05,0.08,0.03,0.07,0.08,0.13
10,1,4,"abundance",0.4,"power",0.04,0.13,0.05,0.11,0.22,0.06,0.14,0.1,0.14,0.08,0.17
10,1,4,"abundance",0.45,"power",0.06,0.11,0.04,0.08,0.19,0.07,0.11,0.09,0.08,0.08,0.16
10,1,4,"abundance",0.5,"power",0.02,0.14,0.02,0.11,0.27,0.05,0.15,0.1,0.15,0.01,0.24
10,1,4,"abundance",0.55,"power",0.1,0.15,0.09,0.13,0.28,0.05,0.13,0.08,0.15,0.09,0.25
10,1,4,"abundance",0.6,"power",0.09,0.24,0.05,0.18,0.34,0.07,0.18,0.15,0.2,0.07,0.29
10,1,4,"both",0.05,"power",0.07,0.04,0.06,0.05,0.02,0.05,0.03,0.04,0.03,0.08,0.02
10,1,4,"both",0.1,"power",0.05,0.04,0.05,0.03,0.06,0.04,0.01,0.04,0.01,0.07,0.04
10,1,4,"both",0.15,"power",0.07,0.06,0.05,0.03,0.11,0.09,0.09,0.07,0.09,0.06,0.08
10,1,4,"both",0.2,"power",0.09,0.11,0.05,0.1,0.11,0.05,0.14,0.06,0.13,0.12,0.12
10,1,4,"both",0.25,"power",0.11,0.08,0.14,0.06,0.14,0.08,0.08,0.05,0.07,0.1,0.11
10,1,4,"both",0.3,"power",0.09,0.09,0.12,0.11,0.14,0.08,0.1,0.07,0.12,0.1,0.12
10,1,4,"both",0.35,"power",0.18,0.11,0.1,0.07,0.31,0.19,0.07,0.08,0.06,0.12,0.21
10,1,4,"both",0.4,"power",0.22,0.17,0.11,0.11,0.43,0.28,0.18,0.11,0.18,0.11,0.35
10,1,4,"both",0.45,"power",0.3,0.35,0.1,0.28,0.62,0.29,0.21,0.17,0.19,0.16,0.53
10,1,4,"both",0.5,"power",0.41,0.28,0.16,0.22,0.62,0.42,0.28,0.13,0.26,0.22,0.47
10,1,4,"both",0.55,"power",0.49,0.47,0.15,0.39,0.83,0.55,0.32,0.24,0.32,0.29,0.7
10,1,4,"both",0.6,"power",0.56,0.4,0.19,0.29,0.92,0.64,0.31,0.16,0.27,0.35,0.75
10,1,4,"prevalence",0.05,"power",0.1,0.05,0.09,0.04,0.1,0.08,0.06,0.02,0.03,0.06,0.06
10,1,4,"prevalence",0.1,"power",0.06,0.05,0.03,0.07,0.08,0.06,0.03,0.02,0.04,0.04,0.06
10,1,4,"prevalence",0.15,"power",0.04,0.06,0.04,0.02,0.02,0.04,0.02,0.03,0.02,0.03,0.06
10,1,4,"prevalence",0.2,"power",0.12,0.07,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.1,0.06
10,1,4,"prevalence",0.25,"power",0.09,0.08,0.07,0.09,0.12,0.07,0.12,0.08,0.11,0.09,0.08
10,1,4,"prevalence",0.3,"power",0.19,0.08,0.08,0.05,0.05,0.08,0.04,0.04,0.03,0.07,0.07
10,1,4,"prevalence",0.35,"power",0.17,0.06,0.06,0.05,0.07,0.05,0.07,0.06,0.07,0.09,0.06
10,1,4,"prevalence",0.4,"power",0.2,0.1,0.08,0.07,0.1,0.09,0.05,0.09,0.05,0.11,0.1
10,1,4,"prevalence",0.45,"power",0.22,0.06,0.03,0.05,0.08,0.12,0.05,0.04,0.05,0.13,0.05
10,1,4,"prevalence",0.5,"power",0.49,0.08,0.16,0.05,0.11,0.25,0.1,0.08,0.09,0.29,0.07
10,1,4,"prevalence",0.55,"power",0.45,0.07,0.11,0.06,0.12,0.21,0.07,0.07,0.06,0.24,0.08
10,1,4,"prevalence",0.6,"power",0.67,0.08,0.13,0.07,0.19,0.33,0.08,0.05,0.09,0.34,0.09
10,2,1,"abundance",0.05,"power",0.07,0.03,0.06,0.05,0.04,0.01,0.05,0.07,0.05,0.03,0.04
10,2,1,"abundance",0.1,"power",0.11,0.05,0.01,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.05
10,2,1,"abundance",0.15,"power",0.05,0.11,0.05,0.1,0.1,0.07,0.09,0.08,0.1,0.05,0.11
10,2,1,"abundance",0.2,"power",0.07,0.17,0.03,0.21,0.13,0.07,0.1,0.06,0.08,0.06,0.16
10,2,1,"abundance",0.25,"power",0.04,0.25,0.04,0.26,0.15,0.04,0.14,0.13,0.12,0.07,0.24
10,2,1,"abundance",0.3,"power",0.03,0.34,0.03,0.32,0.21,0.11,0.16,0.11,0.17,0.05,0.29
10,2,1,"abundance",0.35,"power",0.05,0.44,0.07,0.45,0.34,0.03,0.14,0.18,0.14,0.04,0.43
10,2,1,"abundance",0.4,"power",0.07,0.47,0.05,0.48,0.45,0.07,0.34,0.19,0.32,0.07,0.5
10,2,1,"abundance",0.45,"power",0.03,0.63,0.03,0.61,0.54,0.04,0.33,0.23,0.32,0.05,0.61
10,2,1,"abundance",0.5,"power",0.05,0.78,0.04,0.78,0.71,0.06,0.48,0.33,0.49,0.03,0.77
10,2,1,"abundance",0.55,"power",0.04,0.82,0.02,0.83,0.79,0.09,0.6,0.44,0.59,0.06,0.82
10,2,1,"abundance",0.6,"power",0.02,0.81,0.05,0.81,0.84,0.07,0.58,0.38,0.56,0.06,0.85
10,2,1,"both",0.05,"power",0.07,0.11,0.06,0.09,0.1,0.08,0.06,0.04,0.07,0.08,0.09
10,2,1,"both",0.1,"power",0.07,0.07,0.06,0.07,0.1,0.03,0.05,0.05,0.08,0.05,0.07
10,2,1,"both",0.15,"power",0.08,0.26,0.03,0.24,0.21,0.09,0.12,0.06,0.12,0.07,0.22
10,2,1,"both",0.2,"power",0.09,0.15,0.09,0.14,0.15,0.12,0.07,0.08,0.07,0.12,0.15
10,2,1,"both",0.25,"power",0.09,0.26,0.06,0.29,0.26,0.11,0.12,0.08,0.13,0.04,0.29
10,2,1,"both",0.3,"power",0.04,0.49,0.08,0.46,0.36,0.11,0.21,0.15,0.2,0.03,0.48
10,2,1,"both",0.35,"power",0.22,0.55,0.07,0.53,0.57,0.29,0.29,0.15,0.3,0.1,0.57
10,2,1,"both",0.4,"power",0.18,0.65,0.1,0.62,0.69,0.34,0.43,0.2,0.44,0.1,0.7
10,2,1,"both",0.45,"power",0.27,0.74,0.11,0.75,0.79,0.51,0.41,0.25,0.39,0.17,0.81
10,2,1,"both",0.5,"power",0.22,0.88,0.09,0.88,0.91,0.58,0.67,0.39,0.61,0.16,0.91
10,2,1,"both",0.55,"power",0.37,0.99,0.14,0.98,0.98,0.76,0.77,0.41,0.77,0.23,0.98
10,2,1,"both",0.6,"power",0.59,0.97,0.16,0.97,0.98,0.84,0.85,0.56,0.82,0.39,0.98
10,2,1,"prevalence",0.05,"power",0.02,0.04,0.05,0.03,0.04,0.03,0.06,0.05,0.06,0.04,0.03
10,2,1,"prevalence",0.1,"power",0.07,0.05,0.05,0.04,0.07,0.03,0.06,0.03,0.04,0.04,0.06
10,2,1,"prevalence",0.15,"power",0.02,0.05,0.06,0.05,0.02,0.04,0.04,0.03,0.04,0.04,0.06
10,2,1,"prevalence",0.2,"power",0.08,0.03,0.05,0.03,0.04,0.07,0.04,0.03,0.04,0.06,0.05
10,2,1,"prevalence",0.25,"power",0.05,0.05,0.1,0.04,0.06,0.06,0.06,0.07,0.05,0.04,0.07
10,2,1,"prevalence",0.3,"power",0.12,0.03,0.09,0.07,0.05,0.12,0.05,0.02,0.04,0.09,0.04
10,2,1,"prevalence",0.35,"power",0.14,0.02,0.08,0.03,0.05,0.13,0.07,0.06,0.07,0.11,0.06
10,2,1,"prevalence",0.4,"power",0.14,0.09,0.08,0.06,0.05,0.13,0.02,0.01,0.05,0.13,0.05
10,2,1,"prevalence",0.45,"power",0.17,0.06,0.07,0.1,0.08,0.13,0.04,0.04,0.04,0.07,0.06
10,2,1,"prevalence",0.5,"power",0.39,0.07,0.16,0.07,0.06,0.27,0.02,0.03,0.02,0.21,0.05
10,2,1,"prevalence",0.55,"power",0.38,0.15,0.11,0.14,0.13,0.28,0.1,0.05,0.1,0.24,0.17
10,2,1,"prevalence",0.6,"power",0.46,0.09,0.18,0.1,0.1,0.37,0.05,0.08,0.05,0.32,0.09
10,3,10,"abundance",0.05,"power",0.05,0.03,0.06,0.08,0.03,0.03,0.05,0.03,0.05,0.07,0.04
10,3,10,"abundance",0.1,"power",0.1,0.05,0.03,0.06,0.08,0.09,0.04,0.05,0.04,0.06,0.04
10,3,10,"abundance",0.15,"power",0.04,0.06,0.04,0.05,0.1,0.06,0.07,0.09,0.05,0.05,0.07
10,3,10,"abundance",0.2,"power",0.05,0.04,0.03,0.04,0.06,0.07,0.05,0.03,0.04,0.04,0.06
10,3,10,"abundance",0.25,"power",0.04,0.08,0.03,0.07,0.07,0.06,0.04,0.03,0.05,0.04,0.08
10,3,10,"abundance",0.3,"power",0.03,0.05,0.05,0.05,0.06,0.04,0.07,0.05,0.04,0.06,0.06
10,3,10,"abundance",0.35,"power",0.04,0.06,0.03,0.05,0.08,0.05,0.03,0.05,0.04,0.04,0.06
10,3,10,"abundance",0.4,"power",0.06,0.04,0.03,0.04,0.06,0.07,0.02,0.03,0.04,0.07,0.04
10,3,10,"abundance",0.45,"power",0.04,0.02,0.05,0.02,0.02,0.03,0.05,0.04,0.04,0.04,0.02
10,3,10,"abundance",0.5,"power",0.04,0.08,0.04,0.07,0.09,0.06,0.07,0.07,0.06,0.05,0.11
10,3,10,"abundance",0.55,"power",0.07,0.08,0.07,0.05,0.08,0.05,0.08,0.07,0.07,0.06,0.1
10,3,10,"abundance",0.6,"power",0.03,0.04,0.06,0.02,0.08,0.05,0.05,0.03,0.05,0.04,0.06
10,3,10,"both",0.05,"power",0.04,0.07,0.03,0.06,0.08,0.05,0.09,0.07,0.09,0.04,0.09
10,3,10,"both",0.1,"power",0.02,0.04,0.04,0.05,0.02,0.03,0.02,0.03,0.03,0.01,0.01
10,3,10,"both",0.15,"power",0.08,0.03,0.05,0.05,0.05,0.06,0.04,0.05,0.04,0.09,0.03
10,3,10,"both",0.2,"power",0.08,0.1,0.05,0.07,0.1,0.11,0.08,0.06,0.09,0.06,0.1
10,3,10,"both",0.25,"power",0.07,0.03,0.01,0.03,0.09,0.03,0.07,0.08,0.07,0.15,0.06
10,3,10,"both",0.3,"power",0.06,0.04,0.05,0.05,0.11,0.08,0.08,0.07,0.07,0.16,0.06
10,3,10,"both",0.35,"power",0.13,0.06,0.08,0.06,0.16,0.13,0.08,0.06,0.07,0.22,0.05
10,3,10,"both",0.4,"power",0.16,0.07,0.08,0.04,0.17,0.11,0.11,0.09,0.11,0.31,0.1
10,3,10,"both",0.45,"power",0.14,0.06,0.11,0.06,0.21,0.12,0.06,0.03,0.06,0.36,0.09
10,3,10,"both",0.5,"power",0.28,0.05,0.11,0.04,0.34,0.3,0.08,0.03,0.09,0.54,0.1
10,3,10,"both",0.55,"power",0.37,0.04,0.15,0.06,0.48,0.3,0.12,0.07,0.12,0.64,0.17
10,3,10,"both",0.6,"power",0.5,0.04,0.2,0.04,0.6,0.44,0.12,0.05,0.11,0.76,0.11
10,3,10,"prevalence",0.05,"power",0.05,0.05,0.02,0.04,0.05,0.07,0.05,0.02,0.06,0.02,0.05
10,3,10,"prevalence",0.1,"power",0.1,0.04,0.06,0.05,0.07,0.05,0.05,0.04,0.02,0.08,0.07
10,3,10,"prevalence",0.15,"power",0.01,0.04,0.02,0.04,0.03,0.03,0.05,0.03,0.05,0.03,0.05
10,3,10,"prevalence",0.2,"power",0.07,0.03,0.11,0.07,0.03,0.07,0.03,0.03,0.03,0.09,0.03
10,3,10,"prevalence",0.25,"power",0.07,0.04,0.06,0.04,0.05,0.07,0.03,0.05,0.03,0.08,0.03
10,3,10,"prevalence",0.3,"power",0.13,0.06,0.06,0.04,0.06,0.07,0.06,0.06,0.07,0.17,0.04
10,3,10,"prevalence",0.35,"power",0.15,0.07,0.05,0.08,0.06,0.08,0.06,0.04,0.06,0.27,0.08
10,3,10,"prevalence",0.4,"power",0.14,0.03,0.05,0.02,0.05,0.08,0.03,0.03,0.02,0.19,0.04
10,3,10,"prevalence",0.45,"power",0.14,0.05,0.1,0.04,0.04,0.1,0.05,0.08,0.06,0.39,0.02
10,3,10,"prevalence",0.5,"power",0.32,0.04,0.14,0.04,0.11,0.09,0.05,0.06,0.05,0.52,0.06
10,3,10,"prevalence",0.55,"power",0.37,0.05,0.12,0.04,0.13,0.16,0.01,0.01,0.02,0.63,0.05
10,3,10,"prevalence",0.6,"power",0.43,0.07,0.12,0.05,0.12,0.21,0.04,0.07,0.03,0.76,0.05
10,4,3,"abundance",0.05,"power",0.03,0.06,0.04,0.06,0.03,0.01,0.09,0.06,0.08,0.04,0.05
10,4,3,"abundance",0.1,"power",0.04,0.06,0.06,0.08,0.07,0.05,0.07,0.03,0.06,0.03,0.08
10,4,3,"abundance",0.15,"power",0.06,0.02,0.06,0.03,0.05,0,0.08,0.07,0.08,0.04,0.04
10,4,3,"abundance",0.2,"power",0.05,0.04,0.02,0.02,0.06,0.01,0.06,0.06,0.06,0.04,0.04
10,4,3,"abundance",0.25,"power",0.05,0.04,0.05,0.03,0.05,0.06,0.04,0.04,0.04,0.02,0.06
10,4,3,"abundance",0.3,"power",0.03,0.11,0.03,0.09,0.1,0.01,0.11,0.1,0.12,0.02,0.15
10,4,3,"abundance",0.35,"power",0.1,0.11,0.04,0.07,0.16,0.08,0.1,0.09,0.12,0.09,0.16
10,4,3,"abundance",0.4,"power",0.02,0.18,0.02,0.11,0.23,0.04,0.16,0.13,0.19,0.02,0.2
10,4,3,"abundance",0.45,"power",0.04,0.22,0.02,0.1,0.26,0.03,0.15,0.15,0.14,0.04,0.31
10,4,3,"abundance",0.5,"power",0.04,0.21,0.02,0.13,0.4,0.07,0.27,0.15,0.25,0.02,0.39
10,4,3,"abundance",0.55,"power",0.05,0.25,0.06,0.12,0.32,0.05,0.23,0.16,0.25,0.04,0.37
10,4,3,"abundance",0.6,"power",0.08,0.32,0.05,0.14,0.51,0.09,0.36,0.18,0.37,0.07,0.48
10,4,3,"both",0.05,"power",0.1,0.04,0.06,0.04,0.07,0.09,0.06,0.03,0.08,0.06,0.06
10,4,3,"both",0.1,"power",0.09,0.08,0.04,0.08,0.11,0.11,0.11,0.05,0.1,0.07,0.09
10,4,3,"both",0.15,"power",0.03,0.06,0.04,0.08,0.07,0.09,0.07,0.04,0.07,0.02,0.07
10,4,3,"both",0.2,"power",0.05,0.12,0.12,0.09,0.12,0.05,0.05,0.07,0.05,0.05,0.12
10,4,3,"both",0.25,"power",0.09,0.13,0.07,0.07,0.18,0.06,0.09,0.05,0.08,0.08,0.19
10,4,3,"both",0.3,"power",0.13,0.1,0.08,0.07,0.24,0.12,0.12,0.04,0.11,0.11,0.25
10,4,3,"both",0.35,"power",0.13,0.13,0.08,0.08,0.32,0.17,0.15,0.11,0.16,0.12,0.25
10,4,3,"both",0.4,"power",0.15,0.21,0.07,0.1,0.43,0.19,0.22,0.08,0.21,0.1,0.32
10,4,3,"both",0.45,"power",0.21,0.27,0.08,0.16,0.6,0.29,0.34,0.12,0.33,0.11,0.55
10,4,3,"both",0.5,"power",0.27,0.35,0.13,0.23,0.65,0.33,0.34,0.22,0.35,0.21,0.58
10,4,3,"both",0.55,"power",0.4,0.56,0.16,0.33,0.84,0.48,0.54,0.26,0.53,0.22,0.75
10,4,3,"both",0.6,"power",0.45,0.62,0.15,0.32,0.95,0.62,0.64,0.41,0.61,0.25,0.9
10,4,3,"prevalence",0.05,"power",0.04,0.08,0.04,0.09,0.06,0.05,0.07,0.05,0.08,0.04,0.06
10,4,3,"prevalence",0.1,"power",0.08,0.05,0.06,0.07,0.03,0.07,0.02,0.07,0.02,0.11,0.05
10,4,3,"prevalence",0.15,"power",0.02,0.07,0.02,0.09,0.06,0.03,0.03,0.05,0.05,0.02,0.05
10,4,3,"prevalence",0.2,"power",0.08,0.03,0.05,0.02,0.04,0.08,0.04,0.02,0.04,0.06,0.04
10,4,3,"prevalence",0.25,"power",0.07,0.08,0.05,0.05,0.1,0.1,0.1,0.08,0.1,0.05,0.07
10,4,3,"prevalence",0.3,"power",0.09,0.06,0.06,0.06,0.04,0.1,0.03,0.06,0.04,0.08,0.06
10,4,3,"prevalence",0.35,"power",0.1,0.06,0.03,0.05,0.06,0.07,0.05,0.04,0.05,0.07,0.09
10,4,3,"prevalence",0.4,"power",0.22,0.08,0.1,0.06,0.06,0.13,0.11,0.06,0.09,0.15,0.1
10,4,3,"prevalence",0.45,"power",0.23,0.04,0.1,0.03,0.1,0.14,0.07,0.05,0.07,0.13,0.06
10,4,3,"prevalence",0.5,"power",0.3,0.07,0.1,0.07,0.11,0.17,0.07,0.03,0.07,0.12,0.11
10,4,3,"prevalence",0.55,"power",0.39,0.07,0.12,0.07,0.09,0.16,0.06,0.06,0.06,0.21,0.08
10,4,3,"prevalence",0.6,"power",0.47,0.03,0.16,0.05,0.11,0.25,0.06,0.04,0.05,0.28,0.05
10,5,9,"abundance",0.05,"power",0.04,0.05,0.03,0.06,0.02,0.04,0.05,0.06,0.05,0.05,0.04
10,5,9,"abundance",0.1,"power",0.04,0.08,0.08,0.08,0.05,0.06,0.04,0.05,0.04,0.08,0.07
10,5,9,"abundance",0.15,"power",0.05,0.03,0.05,0.04,0.01,0.06,0.02,0.03,0.02,0.07,0.02
10,5,9,"abundance",0.2,"power",0.04,0.04,0.07,0.05,0.06,0.03,0.04,0.05,0.05,0.07,0.04
10,5,9,"abundance",0.25,"power",0.05,0.02,0.03,0.01,0.02,0.02,0.02,0.05,0.01,0.02,0.02
10,5,9,"abundance",0.3,"power",0.05,0.05,0.06,0.06,0.08,0.05,0.05,0.05,0.07,0.06,0.07
10,5,9,"abundance",0.35,"power",0.06,0.03,0.06,0.05,0.04,0.04,0.08,0.07,0.09,0.06,0.04
10,5,9,"abundance",0.4,"power",0.11,0.06,0.08,0.05,0.09,0.06,0.09,0.05,0.09,0.07,0.08
10,5,9,"abundance",0.45,"power",0.04,0.08,0.05,0.08,0.09,0.06,0.11,0.07,0.13,0.04,0.09
10,5,9,"abundance",0.5,"power",0.05,0.1,0.04,0.1,0.17,0.04,0.07,0.05,0.08,0.06,0.13
10,5,9,"abundance",0.55,"power",0.06,0.06,0.04,0.06,0.14,0.05,0.08,0.06,0.08,0.06,0.08
10,5,9,"abundance",0.6,"power",0.05,0.07,0.05,0.08,0.1,0.07,0.06,0.02,0.08,0.06,0.11
10,5,9,"both",0.05,"power",0.04,0.1,0.02,0.1,0.08,0.06,0.06,0.05,0.05,0.05,0.08
10,5,9,"both",0.1,"power",0.06,0.03,0.06,0.05,0.1,0.05,0.07,0.05,0.06,0.08,0.06
10,5,9,"both",0.15,"power",0.09,0.04,0.08,0.06,0.05,0.08,0.04,0.03,0.04,0.1,0.04
10,5,9,"both",0.2,"power",0.09,0.05,0.09,0.04,0.06,0.07,0.06,0.04,0.07,0.06,0.05
10,5,9,"both",0.25,"power",0.05,0.04,0.06,0.03,0.07,0.08,0.05,0.03,0.05,0.06,0.05
10,5,9,"both",0.3,"power",0.09,0.04,0.13,0.02,0.05,0.07,0.01,0.07,0.01,0.04,0.02
10,5,9,"both",0.35,"power",0.11,0.09,0.07,0.07,0.23,0.14,0.15,0.1,0.13,0.13,0.09
10,5,9,"both",0.4,"power",0.16,0.05,0.12,0.03,0.2,0.14,0.1,0.04,0.07,0.13,0.09
10,5,9,"both",0.45,"power",0.2,0.08,0.1,0.09,0.26,0.21,0.13,0.06,0.14,0.17,0.12
10,5,9,"both",0.5,"power",0.29,0.12,0.14,0.12,0.36,0.35,0.16,0.03,0.15,0.22,0.17
10,5,9,"both",0.55,"power",0.31,0.09,0.14,0.05,0.45,0.35,0.14,0.09,0.13,0.24,0.16
10,5,9,"both",0.6,"power",0.41,0.06,0.16,0.08,0.65,0.53,0.24,0.04,0.25,0.35,0.29
10,5,9,"prevalence",0.05,"power",0.05,0.02,0.06,0.04,0.04,0.04,0.04,0.03,0.03,0.05,0.01
10,5,9,"prevalence",0.1,"power",0.04,0.06,0.07,0.05,0.03,0.03,0.06,0.01,0.06,0.08,0.02
10,5,9,"prevalence",0.15,"power",0.04,0.02,0.02,0.02,0.02,0.03,0.04,0.03,0.05,0.04,0.02
